rcn;id;acronym;status;programme;topics;frameworkProgramme;title;startDate;endDate;projectUrl;objective;totalCost;ecMaxContribution;call;fundingScheme;coordinator;coordinatorCountry;participants;participantCountries;subjects
229248;887432;AFTERBIOCHEM;SIGNED;"H2020-EU.2.1.4.;H2020-EU.3.2.6.";BBI-2019-SO2-F2;H2020;"Anaerobic FermenTation & EsteRification of BIOmass for producing fine CHEmicals";2020-05-01;2024-04-30;;"The AFTER-BIOCHEM project aims to create multiple new value chains, from non-food biomass feedstock to multiple end-products, by combining anaerobic batch fermentation and esterification. In the fermentation process robust mixes of naturally occurring micro-organisms will produce organic acids such as propionic, butyric, isobutyric, valeric, isovaleric and caproic acids, with a mineral fertilizer sidestream. Based on the acids, a substantial number of derivatives may be produced, such as Vinyl Acetate Monomer (VAM) and cellulose acetate. The esterification process will convert the acetic acid into ethyl acetate and the propionic acid into ethyl propionate to maximize product value and minimize waste and energy use.
The feedstock of the fermentation process may be sugar production byproducts such as beet pulp and molasses, to increase the sustainability of sugar beet, a key European crop. The products will represent valuable renewable, bio-based, domestically-sourced alternatives to petrochemical products in numerous high-value applications such as flavorings and fragrances, hygiene products, pharmaceuticals, antimicrobials and polymers. The mineral fertilizer sidestream will contribute to the EU Action plan for the Circular Economy. The objective from 2020 to 2022 will be to commission the flagship biorefinery in France, which will then run at full capacity and integrate esterification from 2022 to 2024. Two further biorefineries should be initiated in Europe from 2024. The annual revenue generated by the three plants represents ca. €150 million, and at least 180 direct technical jobs and a commensurate number of indirect jobs would be created. In order to reach commercial scale (15.1 kt acid and 2.1 kt ester production per plant and year), AFTER-BIOCHEM seeks a €20 million grant while delivering €139.3 million additional investment, €13.0 million in-kind contribution (including 5% funding rate voluntary reduction) and € 250 k in-cash contribution.";33080986,37;19959552,01;H2020-BBI-JTI-2019;BBI-IA-FLAG;"AFYREN NEOXY";FR;"FIRMENICH SA;PNO CONSULTANTS;FIABILA;ASSOCIATION INDUSTRIES ET AGRO-RESSOURCES;SUEZ GROUPE;SPHERA SOLUTIONS GMBH;SUDZUCKER AG;OMYA INTERNATIONAL AG;TECHNIP FRANCE SAS;CELANESE EUROPE BV;KEMIN EUROPA NV";"CH;FR;DE;NL;BE";
229277;895136;ComTransTrep;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Comparative transcriptomics of phylogenetically selected pathogenic treponemes cultivated in vitro under different conditions: First insight to the expression changes linked with genomic variants";2020-05-01;2022-04-30;;"Syphilis, caused by the bacterium Treponema pallidum subsp. pallidum (TPA) is considered a re-emerging disease with over 5.6 million cases worldwide. Despite causing severe life-threatening infections, very little is known about the basic biology and pathogenesis of TPA, largely as the result of the inability to routinely propagate it in vitro. 
The recently described in vitro culture model (containing rabbit epithelial cells) has opened new avenues for the study of the basic biology of this pathogen. The ultimate goal of my research proposal is to take advantage of the in vitro model and link its use to high throughput genomic approaches to provide unique insights into the gene expression profiles of this pathogen. This has been transformative for other bacteria, enhancing our knowledge of genetic regulation: essential genes vs differentially expressed genes and intra- and inter-strain differences in response to different growth conditions. This has not been possible until now for TPA. Here, I will perform dual RNA-seq of multiple strains grown in vitro under different conditions. This research proposal has three aims. First, to describe global gene expression patterns of phylogenetically selected TPA strains. Second, to describe genome-wide interaction-linked transcriptional alterations of the infected host cells. And lastly, to correlate the whole transcriptome data with genomic and allelic diversity we see in circulating clinical TPA populations. 
This project will generate novel fundamental data which can lead to identification of functional pathways and prediction of the function for hypothetical genes, give light to the patterns of selection we see in genomic data and a better understanding of the key growth dependencies that could inform future axenic cultivation of TPA and combined a better understanding of basic biology introduce a more mechanistic understanding to surveillance and genomic epidemiology.";212933,76;212933,76;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"GENOME RESEARCH LIMITED";UK;;;
229213;869505;VARCITIES;SIGNED;H2020-EU.3.5.2.;SC5-14-2019;H2020;"VISIONARY NATURE BASED ACTIONS FOR HEATH, WELLBEING & RESILIENCE IN CITIES (VARCITIES)";2020-09-01;2025-02-28;;"In an increasingly urbanising world, governments and international corporations strive to increase productivity of cities, recognized as economy growth hubs, as well as ensuring better quality of life and living conditions to citizens. Although significant effort is performed by international organisations, researchers, etc. to transform the challenges of Cities into opportunities, the visions of our urban future are trending towards bleak. Social services and health facilities are significantly affected in negative ways owed to the increase in urban populations (70% by 2050). Air pollution and urban exacerbation of heat islands is exacerbating. Nature will struggle to compensate in the future City, as rural land is predicted to shrink by 30% affecting liveability. VARCITIES puts the citizen and the “human community” in the eye of the future cities’ vision. Future cities should evolve to be human centred cities. The vision of VARCITIES is to implement real, visionary ideas and add value by establishing sustainable models for increasing H&WB of citizens (children, young people, middle age, elderly) that are exposed to diverse climatic conditions and challenges around Europe (e.g. from harsh winters in Skelleftea-SE to hot summers in Chania-GR, from deprived areas in Novo mesto-SI to increased pollution in Malta) through shared public spaces that make cities liveable and welcoming.";11129569,5;10115469;H2020-SC5-2019-2;IA;"TELECOMMUNICATION SYSTEMS INSTITUTE";EL;"IES R&D;LOUTH COUNTY COUNCIL;SKELLEFTEA KOMMUN;BERGEN KOMMUNE;COMUNE DI CASTELFRANCO VENETO;SENSEDGE RAZVOJ INOVATIVNIH RESITEVDOO;PROSPEX INSTITUTE;RAZVOJNI CENTER NOVO MESTO SVETOVANJE IN RAZVOJ DOO;UNISMART - FONDAZIONE UNIVERSITA DEGLI STUDI DI PADOVA;CYCLOPOLIS SISTIMATA KOINOXRISTON PODILATON IDIOTIKI KEFALEOUXIKI ETERIA;DECCA TECHNOLOGY AS;MESTNA OBCINA NOVO MESTO;CROWDHELIX LIMITED;DARTTEK LTD;UNIVERSITA DEGLI STUDI DI PADOVA;KORONA INZENIRING DD;ACCADEMIA EUROPEA DI BOLZANO;INLECOM INNOVATION ASTIKI MI KERDOSKOPIKI ETAIREIA;VAN ROMPAEY SARA;UNIVERSITA TA MALTA;STICHTING ISOCARP INSTITUTE CENTER OF URBAN EXCELLENCE;STAD LEUVEN;UNIVERSITETET I BERGEN;DIMOS CHANIA";"IE;SE;NO;IT;SI;BE;EL;MT;NL";
229211;862453;FlowPhotoChem;SIGNED;"H2020-EU.2.1.3.;H2020-EU.2.1.2.";CE-NMBP-25-2019;H2020;"Heterogenous Photo(electro)catalysis in Flow using Concentrated Light: modular integrated designs for the production of useful chemicals";2020-05-01;2024-04-30;;"'The aim of this project is to develop and model an integrated modular system based on continuous-flow heterogeneous photo(electro)catalytic reactors to produce relevant chemicals such as ethylene in the chemical sector, precursor to 'green plastics' and many other high-value chemicals using abundant resources such as water, carbon dioxide and light. We aim at delivering cost-efficient small-scale systems for intermittent operation to respond to the needs of rural, isolated territories, and distributed manufacturing. Novel multifunctional photo(electro)catalytic materials integrated into practical and scalable reactors are required in Europe to maintain the technological leadership in chemical manufacturing, while ensuring the deployment of sustainable processes which meet circular economy and green industry for a low-carbon future. FlowPhotoChem will use the expertise of the partners to design, model, construct and validate an integrated modular system with improved energy efficiency and negative CO2 emissions, since concentrated CO2 will be valorised to high-value chemicals. The integrated system will be studied from a life cycle analysis perspective to quantify such effects, and to include a techno-economic study to quantify the cost of the technology and compare with comparable renewable solutions for the production of the same/similar chemicals.'";6993315;6993315;H2020-NMBP-ST-IND-2019;RIA;"NATIONAL UNIVERSITY OF IRELAND GALWAY";IE;"FUNDACIO PRIVADA INSTITUT CATALA D'INVESTIGACIO QUIMICA;PINTAIL LTD;THALESNANO NANOTECHNOLOGIAI KUTATO-FEJLESZTO MUKODO RT;ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE;DEUTSCHES ZENTRUM FUER LUFT - UND RAUMFAHRT EV;MEMBRASENZ SARL;HELMHOLTZ-ZENTRUM BERLIN FUR MATERIALIEN UND ENERGIE GMBH;UNIVERSITAT POLITECNICA DE VALENCIA;ACONDICIONAMIENTO TARRASENSE ASSOCIACION;TECHNISCHE UNIVERSITEIT EINDHOVEN;SZEGEDI TUDOMANYEGYETEM;KYAMBOGO UNIVERSITY;JOHNSON MATTHEY PLC";"ES;IE;HU;CH;DE;NL;UG;UK";
229272;894643;TRIALOGUES;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Emergent Biopolitics of Kinship, Gender and Reproduction: Trialogues from the South";2021-04-01;2024-03-31;;"TRIALOGUES is an interdisciplinary research project on emerging biopolitics of kinship, gender, and reproduction. It focuses on path-breaking processes of legal innovation and concomitant political backlashes taking place in Brazil, Spain and Portugal in order to offer a singular comparative approach and to provide empirically informed theoretical insights that are relevant for ongoing debates in the intersections among gender and queer studies.
Rooted in the field-defining works of moral and political philosophers, recent feminist scholarship and queer theorists have shown the need for interdisciplinary approaches to biopolitical studies. Drawing in this dense intersection between social sciences and the humanities, the proposed research focuses in three countries pertaining to the European and the global south whose recent history is marked by the transition to democratic regimes in which profound transformations of the biopolitics of kinship, gender and reproduction took place over a rather brief period of time. In this sense, the proposed research constitutes an original response to influent criticisms coming from sexuality studies urging a de-centering of the academic focus away from the global north in order to retain the very political impulse of field-defining concepts such as sexual and intimate citizenship. 
More specifically, the project comprises one main strand to be conducted in Brazil –the country of primary focus– and 2 complementary strands in Spain and Portugal, where research will be enabled through secondments. All three strands are aimed at producing empirically informed discussions of emerging biopolitics with an emphasis in the state logics (e.g. political institutions, social policies, legislative and judicial provisions) involved in the overlapping fields of kinship, gender and reproduction as they unfold through emerging regulations of non-monogamous relationships, gender identity and third-party assisted reproduction.";237768;237768;H2020-MSCA-IF-2019;MSCA-IF-GF;"CENTRO DE ESTUDOS SOCIAIS";PT;;;
229262;892618;AISA;SIGNED;H2020-EU.3.4.7.;SESAR-ER4-01-2019;H2020;"AI Situational Awareness Foundation for Advancing Automation";2020-06-01;2022-11-30;;"This proposal addresses the topic “Digitalisation and Automation principles for ATM”. Automation is one of the most promising solutions for the capacity problem, however, to implement advanced automation concepts it is required that the AI and human are able to share the situational awareness. Exploring the effect of, and opportunities for, distributed human-machine situational awareness in en-route ATC operations is one of the main objectives of this project. Instead of automating isolated individual tasks, such as conflict detection or coordination, we propose building a foundation for automation by developing an intelligent situationally-aware system. Sharing the same team situational awareness among ATCO team members and AI will enable the automated system to reach the same conclusions as ATCOs when confronted with the same problem and to be able to explain the reasoning behind those conclusions. The challenges of transparency and generalization will be solved by combining machine learning with reasoning engine (including domain-specific knowledge graphs) in a way that emphasizes their advantages. Machine learning will be used for prediction, estimation and filtering at the level of individual probabilistic events, an area where it has so far shown great prowess, whereas reasoning engine will be used to represent knowledge and draw conclusions based on all the available data and explain the reasoning behind those conclusions.  We will explore to what extent it is possible to deduce machine learning false estimates and how resilient such system is to failure. In this way, the artificial situational awareness system will be the enabler of future advanced automation based on machine learning.";990125;990125;H2020-SESAR-2019-2;SESAR-RIA;"SVEUCILISTE U ZAGREBU FAKULTET PROMETNIH ZNANOSTI";HR;"SLOT CONSULTING KERESKEDELMI, SZOLGALTATO, TANACSADO KFT;SKYGUIDE, SA SUISSE POUR LES SERVICES DE LA NAVIGATION AERIENNE CIVILS ET MILITAIRES;UNIVERSITAT LINZ;TECHNISCHE UNIVERSITAET BRAUNSCHWEIG;ZURCHER HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN;UNIVERSIDAD POLITECNICA DE MADRID";"HU;CH;AT;DE;ES";
229269;892684;RiR;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Racialization in Reproduction: maternal health crisis among black women in Europe and the US.";2020-09-01;2023-08-31;;"tThe Racialization in Reproduction project (RiR) aims to analyse maternal health among black women in Europe and the US. Since the 2000s, a number of parallel trends testify that the maternal health outcomes of non-white populations (i.e. Black, Hispanic, Caribbean, Asian, Middle East and Pacific Islander women) are worse than those of white women in Europe and the US. Among non-white populations, black women present the worst maternal health outcomes in both contexts. This has led some scholars to speak about a black maternal health crisis, drawing on facts such as black women undergoing a greater number of medical interventions and being more exposed to risks related to maternal health. However, black maternal health matters are poorly understood as a public health problem in Europe where there is little data collected by race and ethnicity. RiR will introduce new theories and new methods to advance the knowledge of black maternal health in Europe. The project will consist of two key activities: theoretical training in the US where I will explore Black Studies literature that is missing in Europe; and research work to be carried out in the US to reflect in a comparative way on black maternal health in Europe. The overarching aim is to explore the continuities and specificities of the black maternal health crisis in Europe (where I have worked and collected data on this topic for the last ten years) and in the US (where I will carry out new fieldwork). In addition to dissemination in the academe, RiR aims to spread its results to a broad public: medical professionals, reproductive rights associations and NGOs, public health and gender policy-makers. Through these activities, RiR will make a concrete contribution to public health policies aimed at struggling inequalities related to the right to health in Europe.";257619,84;257619,84;H2020-MSCA-IF-2019;MSCA-IF-GF;"ECOLE DES HAUTES ETUDES EN SCIENCES SOCIALES";FR;;;
229233;885273;PlatoViaAristotle;SIGNED;H2020-EU.1.1.;ERC-2019-ADG;H2020;"Not another history of Platonism. The role of Aristotle's criticisms of Plato in the development of ancient Platonism";2020-09-01;2025-08-31;;"The conventional historiography of ancient Platonism follows patterns that ultimately go back to Antiquity itself. While these traditional doxographical accounts are not per se inaccurate, they do overlook continuities across different phases of this thousand-year history as well as some unexpected discontinuities. The reason for these shortcomings lies in the fact that certain philosophical debates are being ignored. Some omissions could be detected by searching for the philosophical reasons explaining doctrinal developments. 
This project chooses an unorthodox approach in that it does not try to reflect the issues emphasised in the sources, but instead selects one particular angle of approach: Aristotle’s critical discussion of Platonic views. By analysing Platonic responses to Aristotle’s criticisms and using these as a heuristic tool, the project pursues a twofold aim: to uncover debates that have hitherto not been picked up in scholarship; and to examine the philosophical reasons for doctrinal varieties and developments. The research hypothesis guiding this project is that Aristotle’s criticism of Platonic philosophy was a driving force for many developments in Platonism. 
The aims of the project can only be achieved through a large-scale investigation spanning the entire history of Platonism, searching for Platonic responses in all relevant philosophical domains. Since scholarship has been selective in its choice of topics, it cannot be predicted whether we can find sufficient traces of pertinent discussions in all subdomains. Despite the methodological difficulties and the uncertainty of the results the project is more than worth pursuing, as the pay-off is highly significant: it will radically change the way in which we understand the history of Platonism and add a whole new dimension to our historiographical accounts. If successful, it will uncover new debates and allow us to understand philosophical justifications for many philosophical developments.";2335911,25;2335911;ERC-2019-ADG;ERC-ADG;"KATHOLIEKE UNIVERSITEIT LEUVEN";BE;;;
229203;861570;SAFE-UP;SIGNED;H2020-EU.3.4.;MG-2-7-2019;H2020;"proactive SAFEty systems and tools for a constantly UPgrading road environment";2020-06-01;2023-05-31;;"Future transport and mobility will be disrupted by innovations in Connected Automated Vehicles (CAVs), in which safety will be of the highest priority. SAFE-UP aims to proactively address the upcoming safety challenges by developing innovative technologies, testing and assessment methods. SAFE-UP is based on 3 key pillars: i) future safety-critical scenarios, ii) new safety technologies, and iii) novel safety assessment methodologies. Future safety-critical scenarios will be designed and analysed in a highly automated and mixed traffic environment in a traffic simulation platform. Based on these scenarios, new safety technologies for active and passive systems will be developed, resulting in 4 Demos. The passive safety system of Demo 1 will include restraint and occupant monitoring technologies for new seating positions. Three active safety system prototypes (all on-vehicle, one of them also including on-user and infrastructure) will be developed. Demo 2 will enhance the interaction between vehicles and VRUs under bad weather conditions while Demo 3 will integrate advanced intervention functions to avoid critical events. Demo 4 will consist of a safety solution based on C-ITS to enable timely warning provisions. To prove the overall benefits, new safety assessment methodologies will be thoroughly designed. The SAFE-UP consortium is another major asset, consisting of key players in mobility across the entire value chain: advanced OEMs, leading suppliers & industry, and academia. The new technologies will reduce fatalities by covering pedestrians, cyclists and Powered Two Wheelers in urban areas through active safety systems and cars in non-urban through passive safety technologies, which will impact 64% of all road fatalities. SAFE-UP will also develop targeted education and training schemes for fostering the implementation of automated driving functions, while also focusing on raising awareness of future road safety challenges.";7999670;7999670;H2020-MG-2019-TwoStages;RIA;"IDIADA AUTOMOTIVE TECHNOLOGY SA";ES;"AUTOLIV DEVELOPMENT AB;ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS;ROBERT BOSCH GMBH;AIMSUN SLU;NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO;TOYOTA MOTOR EUROPE NV;TECHNISCHE HOCHSCHULE INGOLSTADT;RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN;COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES;UNIVERSITA DEGLI STUDI DI FIRENZE;VIRTUAL VEHICLE RESEARCH GMBH;AUDI AKTIENGESELLSCHAFT;ZF FRIEDRICHSHAFEN AG;TECHNISCHE UNIVERSITEIT EINDHOVEN;BAX INNOVATION CONSULTING SL;TECHNISCHE UNIVERSITEIT DELFT;CHALMERS TEKNISKA HOEGSKOLA AB";"SE;EL;DE;ES;NL;BE;FR;IT;AT";
229250;891943;WHY;SIGNED;H2020-EU.3.3.1.;LC-SC3-EE-14-2018-2019-2020;H2020;"Climbing the causality ladder to understand and project the energy demand of the residential sector";2020-09-01;2023-08-31;;"In order to mitigate climate change effects, urgent action is required in all sectors of the economy to significantly reduce greenhouse gases (GHG) emission. Energy System Models (ESM) are tools that help energy analysts, planners and policy makers to rationally describe energy systems and systematically evaluate the impacts of long-term scenarios. On the supply side, ESMs have provided useful results, but  however, on the demand side, they lack the degree of accuracy required for proper characterization of, among others, the use of energy in households. One of the intrinsic difficulties is that energy demand in the residential sector is influenced by a myriad of factors (like the high diversity of dwellings, socio-economic conditions of the social/family units, and behavioral-related consumption patterns) that cannot easily be accounted for in traditional ESMs.
To overcome this challenge, the novel Causal Modeling will be used to quantitatively analyse human decision making in energy consumption and their reactions to interventions (e.g. policy changes). This will be combined with an innovative FFORMA approach which allows multiple
different load profiles to be categorised by a set of vectors describing it. WHY will therefore create innovative  methodologies for short and long term load forecasting. The WHY modeling will allow to directly assess the impact of a multitude of policies on the energy system as well as performing both ex-ante and ex-post assessment over policy measures. WHY will therefore contribute to a holistic understanding of household energy consumption and improved demand modelling. 
The WHY toolkit will be used to assess several scenarios simulating different policy measures. Integration with widely-used ESMs (PRIMES, TIMES) will be demonstrated and the results analyzed. All results will be open-sourced to maximize uptake, and be widely disseminated to diverse target audiences (i.e. DSOs, energy companies, policy makers, researchers).";1999982,5;1999982,5;H2020-LC-SC3-EE-2019;RIA;"UNIVERSIDAD DE LA IGLESIA DE DEUSTO ENTIDAD RELIGIOSA";ES;"CLIMATE ALLIANCE - KLIMA-BUENDNIS - ALIANZA DEL CLIMA e.V.;NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO;E3-MODELLING AE;RENEWABLES GRID INITIATIVE EV;GOIENER S.COOP;4WARD ENERGY RESEARCH GMBH";"DE;NL;EL;ES;AT";
229215;873005;WORLD;SIGNED;H2020-EU.1.3.3.;MSCA-RISE-2019;H2020;"Waste Oils RecycLe and Development";2020-10-01;2024-09-30;;"Although several Countries have enacted specific legislations in order to boost the recycling of used vegetable oils, the limits of the current technology don’t allow a proper reutilization of such raw material. The project WORLD aims to develop a virtuous green process for WCOs recycling which applying a circular economy model. An innovative fast and zero-waste production of biolubricants from WCOs will be developed employing green and recyclable raw materials (water and natural bentonites). The wastewaters and the contaminated bentonites will be recycled in two independent sub-processes. In addition to the biolubricants production, the possibility to obtain a suitable medium for VOCs treatment from WCOs will be considered. The scientific part of the project will be developed in agreement to the economic guidelines defined by UBU-ICCRAM. In fact, in order to develop a circular economy model and to produce refined products competitive on the global market, a detailed business plan will be edited. The recycling of the raw materials, the minimization of Critical Raw Materials (CRMs) and reduction of the production costs with respect to existing processes, will be exploited for build the economic plan. The Company GESTTA will guarantee assistance in the scale-up step will facilitate the brake into the market of the refined products. Life Cycle Assessment studies (LCA) and market analyses performed by UBU-ICCRAM will enhance the market competitiveness of the proposed process. The optimized transfer of know-how and skills within the Staff members involved from the academic and private sectors, as well as the best strategies of value chain analysis, scaling-up analysis and financial requirements analysis, during all the duration of the project will be guaranteed by the contribution to the project of FYD, an Italian Company specialized in transfer of knowledge activities.";460000;460000;H2020-MSCA-RISE-2019;MSCA-RISE;"POLITECNICO DI MILANO";IT;"UNIVERSIDAD DE BURGOS;UNIVERSITA DEGLI STUDI DI SASSARI;UNIVERSITE DU LITTORAL;FIND YOUR DOCTOR SRL;GESTTA MEDIO AMBIENTAL SL";"ES;IT;FR";
229279;895529;RescueMoDe;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Identifying neuronal or muscle cell-specific suppressors that rescue motility defects in the ALS model of the nematode worm Caenorhabditis elegans";2021-08-02;2023-08-01;;"Amyotrophic lateral sclerosis (ALS) is a fatal disease that progressively causes loss of neuronal and muscle function, for which there is no known cure. Although the genetic causes of ALS vary, the cytoplasmic accumulation of the TDP-43 protein in neurons is highly consistent among patients. Thus, TDP-43 is believed to be a point of convergence in the pathway responsible for ALS progression. However, while many genetic and cellular mechanisms have been linked to ALS, there is still a lack of understanding of the neuro-muscular interactions in ALS. In this project, we will identify neuronal or muscle cell-specific suppressors of motor impairment using an ALS model in the nematode worm Caenorhabditis elegans. In this model, transgenic C. elegans overexpress TDP-43 in the neurons, resulting in severe motility defects. We will use optogenetic tools to excite neurons and muscle cells separately in the C. elegans ALS model, contributing to our understanding of how TDP-43 accumulation affects tissue function. In addition, live in vivo microscopy of C. elegans will help us to elucidate the impact of TDP-43 on neuro-muscular interactions over time. Furthermore, novel automated tracking of the nematode worms enables high-throughput analysis of C. elegans mobility. Thus, we can efficiently analyse mobility when TDP-43 is overexpressed, and use this tracking for high-throughput screening of mutants that rescue the ALS phenotype. Once we have identified the mutants that Rescue Motility Defects (RescueMoDe), we will characterize their impact on neuronal and muscular function. Therefore, it will be possible to analyse the tissue-specific role of these candidates, and how they fit into the progression of TDP-43 toxicity in this system. Overall, we aim to further the understanding of ALS progression, which will allow a highly informed continuation of studies in mammalian cell culture or in murine model systems, which may lead to therapeutic research opportunities.";175572,48;175572,48;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"ACADEMISCH ZIEKENHUIS GRONINGEN";NL;;;
229242;887406;"Fixers and Stringers";SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Fixers, Stringers, and Foreign Crews: The distribution of risks and emotions in crisis reporting";2021-02-01;2023-01-31;;"The proposed research project seeks to understand links among the least visible actors and aspects of conflict reporting. It explores forms of precarity experienced and emotional labour performed by local newsworkers who work for foreign news crews or foreign media on the spot (fixers and stringers) and the multidirectional power relationships of the journalism ecosystem in two conflict zones, Israel and Ukraine. Based on thirty in-depth interviews with fixers, stringers, and foreign correspondents, and on their autoethnographies, the research addresses the following questions: What emotional labour do fixers and stringers in Israel and Ukraine perform? What forms of precarity do fixers and stringers in Israel and Ukraine experience? How does power circulate among fixers, stringers, and various other actors within the particular conflict newsmaking ecologies? The research interweaves three flourishing research streams and trends in journalism studies: it adds to knowledge on the diverse precarity of newswork, deepens understanding of newsworkers’ emotional labour, and helps to further de-Westernize journalism studies. The research findings will be communicated not only through academic publications, but also using a variety of creative methods that will help to reach the community of media professionals in the European Union and beyond. By raising awareness of fixers’ and stringers’ emotional labour and forms of precarity, the research project seeks to contribute to more ethical global journalism.
The fellowship will stregthen my expertise in crisis reporting, newsworkers’ emotional labour, participatory and creative methods; it will also help me to build a network of potential partners of my future applied research projects and improve my employability inside and outside academia. As such, the fellowship will significantly enhance my future career prospects.";175572,48;175572,48;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"UNIVERSITEIT VAN AMSTERDAM";NL;;;
229260;894188;MICROB-COM;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Microbial Commons: Building a legal instrument for farmers' rights on agricultural microbial resources";2021-03-01;2023-02-28;;"Farm management practices have been shown to drive the evolution of specific consortia of agricultural microbial resources that contribute to increased agricultural productivity. The ecological traits of agricultural micro-organisms have made them an important target for patenting. Farmers' rights are an outcome of the recognition of the role of farmer communities in the evolution of crop varieties. Indigenous farmers have acted as selection agents in the development of crop as well as agricultural microbial resources by increasing reproductive fitness of particular genotypes. However, unlike with crop selection, no formal recognition of farmers' rights or potential benefit sharing programme has been proposed for agricultural micro-organisms that evolved from farming regimes. The central thesis that this project seeks to prove is that multilateral trade and environmental agreements  have failed in protecting the rights of indigenous farmers for their intellectual contribution in selection of beneficial agricultural biodiversity. The coming into force of TRIPS agreement and the Convention on Biological diversity has concretized the patenting regime of micro-organisms. In the absence of effective international and national legal enforcement, benefits are shared through mutually agreed contract arrangements which are invariably skewed against indigenous farmers. A commons approach to micro-organisms has potential to align farmers' rights on agricultural microbial resources with legal instruments developed for plant genetic resource collections. Microbial commons is conceptualized and builds on other work that is done in the areas of genetic resource commons and networked information commons in digitized environments in the field of genetic resources. This project aims to analyse deficiencies and barriers in multilateral agreements and develop a legal instrument for the incorporation of a commons regime for sharing of benefits from agricultural micro-organisms.";224933,76;224933,76;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"UNIVERSITY OF STRATHCLYDE";UK;;;
229202;853356;ANTHEA;SIGNED;H2020-EU.1.1.;ERC-2019-STG;H2020;"Anthropogenic Heathlands: The Social Organization of Past Grazing Landscapes";2020-08-01;2025-07-31;;"'In a time of accelerating human-caused ecological catastrophe, questions of organizational resilience have become extremely timely. In bringing the archaeological perspective of a 4200-year timespan, ANTHEA seeks to to radically alter our knowledge of resilient forms of self-organisation in past land-use regimes and human-nature entanglements. Based on seven case study areas, ANTHEA will show how collaborative institutions of common land use were organized in the North European heathland regimes (3200 BC-AD 1000), with a particular emphasis on their earliest emergence, their adaption to internal and external factors as well as their ecological, temporal, spatial, and social fabric. More than 4,000 years ago, farming communities across northern Europe began the first fire-based expansion of naturally occurring heather. Pollen evidence suggests that some of these grazing areas, spanning thousands of hectares, existed until the 18th-19th century. Without frequent intervention and management, anthropogenic heathland will turn into forest. So the survival of these areas suggests the existence of highly specialised forms of social organization with the unique capacity to persist. Still, we know little about the actual stability of these heathlands or what caused their unprecedented resilience. By shifting attention away from seeing institutional robustness as equilibrium, stability and continuity and placing the questions of instability, uncertainty, and areal flexibility at the centre, ANTHEA envisages a new cultural history of heathlands that breaks with rooted ideas of these areas being marginal and underdeveloped. ANTHEA is truly multidisciplinary and links landscape and settlement archaeology with paleoenvironmental modelling, social anthropology and philosophy. Moreover, the project introduces a pioneering theoretical and methodological advancement in the temporality of resilience, to be made usable in contemporary land-use policies. The long-term perspective will allow detailed historical trajectories to be established of how common land-use institutions emerged and reorganized according to changing circumstances, challenging the 'tragedy of the commons' narrative.'";1499457;1499457;ERC-2019-STG;ERC-STG;"AARHUS UNIVERSITET";DK;;;
